Name;Age;Points;Date;Rank;Birth_date;Turned_Pro;Weight;Height;Nationality;Birth_Country;Birth_City;Backhand;Strong_Hand
Richard Gasquet;19;1425;2005-08-08;18;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Fernando Gonzalez;25;1385;2005-08-08;19;1980-07-29;1999;82;183;Chilie;Chile;Santiago;One_Handed;Right_Handed
David Ferrer;23;1365;2005-08-08;20;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Taylor Dent;24;1345;2005-08-08;21;1981-04-24;1998;88;188;Etats-Unis;CA;Newport Beach;One_Handed;Right_Handed
Tommy Robredo;23;1290;2005-08-08;22;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
Jiri Novak;30;1275;2005-08-08;23;1975-03-22;1993;86;191;R<e9>publique tch<e8>que;Czech Republic;Zlin;Two_Handed;Right_Handed
Feliciano Lopez;23;1250;2005-08-08;24;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
Mikhail Youzhny;23;1245;2005-08-08;25;1982-06-25;1999;73;183;Russie;Russia;Moscow;One_Handed;Right_Handed
Dominik Hrbaty;27;1241;2005-08-08;26;1978-01-04;1996;80;180;Slovaquie;Slovakia;Bratislava;Two_Handed;Right_Handed
Juan Carlos Ferrero;25;1190;2005-08-08;27;1980-02-12;1998;73;183;Espagne;Spain;Onteniente;Two_Handed;Right_Handed
Tommy Haas;27;1165;2005-08-08;28;1978-04-03;1996;84;188;Allemagne;Germany;Hamburg;One_Handed;Right_Handed
Mario Ancic;21;1115;2005-08-08;29;1984-03-30;2001;82;196;Croatie;Croatia;Split;Two_Handed;Right_Handed
Max Mirnyi;28;1105;2005-08-08;30;1977-07-06;1994;93;196;Russie;Belarus;Minsk;One_Handed;Right_Handed
Roger Federer;23;6505;2005-08-01;1;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Rafael Nadal;19;3995;2005-08-01;2;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Lleyton Hewitt;24;3805;2005-08-01;3;1981-02-24;1998;77;178;Australie;Australia;Adelaide;Two_Handed;Right_Handed
Marat Safin;25;3285;2005-08-01;4;1980-01-27;1997;88;193;Russie;Russia;Moscow;Two_Handed;Right_Handed
Andy Roddick;22;3200;2005-08-01;5;1982-08-30;2000;88;188;Etats-Unis;Nebraska;Omaha;Two_Handed;Right_Handed
Andre Agassi;35;2415;2005-08-01;6;1970-04-29;1986;80;180;Etats-Unis;Nevada;Las Vegas;Two_Handed;Right_Handed
Nikolay Davydenko;24;2115;2005-08-01;7;1981-06-02;1999;72;178;Russie;Ukraine;Severodonezk;Two_Handed;Right_Handed
Gaston Gaudio;26;1835;2005-08-01;8;1978-12-09;1996;70;175;Argentine;Argentina;Buenos Aires;One_Handed;Right_Handed
Guillermo Coria;23;1670;2005-08-01;9;1982-01-13;2000;69;175;Argentine;Argentina;Rufino;Two_Handed;Right_Handed
Guillermo Canas;27;1665;2005-08-01;10;1977-11-25;1995;86;185;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Mariano Puerta;26;1652;2005-08-01;11;1978-09-19;1998;78;180;Argentine;ARG;San Francisco (Cordoba);One_Handed;Left_Handed
David Nalbandian;23;1645;2005-08-01;12;1982-01-01;2000;79;180;Argentine;Argentina;Cordoba;Two_Handed;Right_Handed
Tim Henman;30;1580;2005-08-01;13;1974-09-06;1993;77;185;Angleterre;England;Oxford;One_Handed;Right_Handed
Tommy Robredo;23;1490;2005-08-01;14;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
Thomas Johansson;30;1480;2005-08-01;15;1975-03-24;1994;80;180;Suede;Sweden;Linkoping;Two_Handed;Right_Handed
Joachim Johansson;23;1470;2005-08-01;16;1982-07-01;2000;90;198;Suede;Sweden;Lund;One_Handed;Right_Handed
Ivan Ljubicic;26;1445;2005-08-01;17;1979-03-19;1998;92;193;Croatie;Bosnia-Herzegovina;Banja Luka;One_Handed;Right_Handed
Radek Stepanek;26;1435;2005-08-01;18;1978-11-27;1996;76;185;R<e9>publique tch<e8>que;Czech Republic;Karvina;Two_Handed;Right_Handed
Richard Gasquet;19;1425;2005-08-01;19;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Fernando Gonzalez;25;1415;2005-08-01;20;1980-07-29;1999;82;183;Chilie;Chile;Santiago;One_Handed;Right_Handed
David Ferrer;23;1345;2005-08-01;21;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Taylor Dent;24;1310;2005-08-01;22;1981-04-24;1998;88;188;Etats-Unis;CA;Newport Beach;One_Handed;Right_Handed
Jiri Novak;30;1255;2005-08-01;23;1975-03-22;1993;86;191;R<e9>publique tch<e8>que;Czech Republic;Zlin;Two_Handed;Right_Handed
Dominik Hrbaty;27;1251;2005-08-01;24;1978-01-04;1996;80;180;Slovaquie;Slovakia;Bratislava;Two_Handed;Right_Handed
Tommy Haas;27;1250;2005-08-01;25;1978-04-03;1996;84;188;Allemagne;Germany;Hamburg;One_Handed;Right_Handed
Feliciano Lopez;23;1245;2005-08-01;26;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
Mikhail Youzhny;23;1225;2005-08-01;27;1982-06-25;1999;73;183;Russie;Russia;Moscow;One_Handed;Right_Handed
Juan Carlos Ferrero;25;1205;2005-08-01;28;1980-02-12;1998;73;183;Espagne;Spain;Onteniente;Two_Handed;Right_Handed
Carlos Moya;28;1175;2005-08-01;29;1976-08-27;1995;88;191;Espagne;Spain;Palma de Mallorca;Two_Handed;Right_Handed
Mario Ancic;21;1115;2005-08-01;30;1984-03-30;2001;82;196;Croatie;Croatia;Split;Two_Handed;Right_Handed
Roger Federer;23;6980;2005-07-25;1;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Rafael Nadal;19;3940;2005-07-25;2;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Lleyton Hewitt;24;3840;2005-07-25;3;1981-02-24;1998;77;178;Australie;Australia;Adelaide;Two_Handed;Right_Handed
Andy Roddick;22;3500;2005-07-25;4;1982-08-30;2000;88;188;Etats-Unis;Nebraska;Omaha;Two_Handed;Right_Handed
Marat Safin;25;3265;2005-07-25;5;1980-01-27;1997;88;193;Russie;Russia;Moscow;Two_Handed;Right_Handed
Andre Agassi;35;2275;2005-07-25;6;1970-04-29;1986;80;180;Etats-Unis;Nevada;Las Vegas;Two_Handed;Right_Handed
Nikolay Davydenko;24;2115;2005-07-25;7;1981-06-02;1999;72;178;Russie;Ukraine;Severodonezk;Two_Handed;Right_Handed
Thomas Johansson;30;1688;2005-07-25;8;1975-03-24;1994;80;180;Suede;Sweden;Linkoping;Two_Handed;Right_Handed
Guillermo Canas;27;1665;2005-07-25;9;1977-11-25;1995;86;185;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Mariano Puerta;26;1641;2005-07-25;10;1978-09-19;1998;78;180;Argentine;ARG;San Francisco (Cordoba);One_Handed;Left_Handed
David Nalbandian;23;1635;2005-07-25;11;1982-01-01;2000;79;180;Argentine;Argentina;Cordoba;Two_Handed;Right_Handed
Tim Henman;30;1615;2005-07-25;12;1974-09-06;1993;77;185;Angleterre;England;Oxford;One_Handed;Right_Handed
Gaston Gaudio;26;1590;2005-07-25;13;1978-12-09;1996;70;175;Argentine;Argentina;Buenos Aires;One_Handed;Right_Handed
Joachim Johansson;23;1545;2005-07-25;14;1982-07-01;2000;90;198;Suede;Sweden;Lund;One_Handed;Right_Handed
Guillermo Coria;23;1500;2005-07-25;15;1982-01-13;2000;69;175;Argentine;Argentina;Rufino;Two_Handed;Right_Handed
Tommy Robredo;23;1485;2005-07-25;16;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
Fernando Gonzalez;24;1465;2005-07-25;17;1980-07-29;1999;82;183;Chilie;Chile;Santiago;One_Handed;Right_Handed
Radek Stepanek;26;1435;2005-07-25;18;1978-11-27;1996;76;185;R<e9>publique tch<e8>que;Czech Republic;Karvina;Two_Handed;Right_Handed
Richard Gasquet;19;1425;2005-07-25;19;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Ivan Ljubicic;26;1420;2005-07-25;20;1979-03-19;1998;92;193;Croatie;Bosnia-Herzegovina;Banja Luka;One_Handed;Right_Handed
David Ferrer;23;1340;2005-07-25;21;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Taylor Dent;24;1260;2005-07-25;22;1981-04-24;1998;88;188;Etats-Unis;CA;Newport Beach;One_Handed;Right_Handed
Feliciano Lopez;23;1220;2005-07-25;23;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
Jiri Novak;30;1215;2005-07-25;24;1975-03-22;1993;86;191;R<e9>publique tch<e8>que;Czech Republic;Zlin;Two_Handed;Right_Handed
Mikhail Youzhny;23;1200;2005-07-25;25;1982-06-25;1999;73;183;Russie;Russia;Moscow;One_Handed;Right_Handed
Dominik Hrbaty;27;1181;2005-07-25;26;1978-01-04;1996;80;180;Slovaquie;Slovakia;Bratislava;Two_Handed;Right_Handed
Tommy Haas;27;1180;2005-07-25;27;1978-04-03;1996;84;188;Allemagne;Germany;Hamburg;One_Handed;Right_Handed
Juan Carlos Ferrero;25;1170;2005-07-25;28;1980-02-12;1998;73;183;Espagne;Spain;Onteniente;Two_Handed;Right_Handed
Carlos Moya;28;1130;2005-07-25;29;1976-08-27;1995;88;191;Espagne;Spain;Palma de Mallorca;Two_Handed;Right_Handed
Mario Ancic;21;1115;2005-07-25;30;1984-03-30;2001;82;196;Croatie;Croatia;Split;Two_Handed;Right_Handed
Roger Federer;23;6980;2005-07-18;1;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Lleyton Hewitt;24;3840;2005-07-18;2;1981-02-24;1998;77;178;Australie;Australia;Adelaide;Two_Handed;Right_Handed
Rafael Nadal;19;3750;2005-07-18;3;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Andy Roddick;22;3590;2005-07-18;4;1982-08-30;2000;88;188;Etats-Unis;Nebraska;Omaha;Two_Handed;Right_Handed
Marat Safin;25;3265;2005-07-18;5;1980-01-27;1997;88;193;Russie;Russia;Moscow;Two_Handed;Right_Handed
Andre Agassi;35;2275;2005-07-18;6;1970-04-29;1986;80;180;Etats-Unis;Nevada;Las Vegas;Two_Handed;Right_Handed
Nikolay Davydenko;24;2045;2005-07-18;7;1981-06-02;1999;72;178;Russie;Ukraine;Severodonezk;Two_Handed;Right_Handed
Guillermo Canas;27;1835;2005-07-18;8;1977-11-25;1995;86;185;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Thomas Johansson;30;1688;2005-07-18;9;1975-03-24;1994;80;180;Suede;Sweden;Linkoping;Two_Handed;Right_Handed
David Nalbandian;23;1635;2005-07-18;10;1982-01-01;2000;79;180;Argentine;Argentina;Cordoba;Two_Handed;Right_Handed
Tim Henman;30;1615;2005-07-18;11;1974-09-06;1993;77;185;Angleterre;England;Oxford;One_Handed;Right_Handed
Mariano Puerta;26;1611;2005-07-18;12;1978-09-19;1998;78;180;Argentine;ARG;San Francisco (Cordoba);One_Handed;Left_Handed
Gaston Gaudio;26;1590;2005-07-18;13;1978-12-09;1996;70;175;Argentine;Argentina;Buenos Aires;One_Handed;Right_Handed
Joachim Johansson;23;1545;2005-07-18;14;1982-07-01;2000;90;198;Suede;Sweden;Lund;One_Handed;Right_Handed
Guillermo Coria;23;1500;2005-07-18;15;1982-01-13;2000;69;175;Argentine;Argentina;Rufino;Two_Handed;Right_Handed
Tommy Robredo;23;1485;2005-07-18;16;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
Richard Gasquet;19;1445;2005-07-18;17;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Radek Stepanek;26;1435;2005-07-18;18;1978-11-27;1996;76;185;R<e9>publique tch<e8>que;Czech Republic;Karvina;Two_Handed;Right_Handed
Ivan Ljubicic;26;1435;2005-07-18;19;1979-03-19;1998;92;193;Croatie;Bosnia-Herzegovina;Banja Luka;One_Handed;Right_Handed
David Ferrer;23;1340;2005-07-18;20;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Fernando Gonzalez;24;1295;2005-07-18;21;1980-07-29;1999;82;183;Chilie;Chile;Santiago;One_Handed;Right_Handed
Feliciano Lopez;23;1230;2005-07-18;22;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
Jiri Novak;30;1215;2005-07-18;23;1975-03-22;1993;86;191;R<e9>publique tch<e8>que;Czech Republic;Zlin;Two_Handed;Right_Handed
Dominik Hrbaty;27;1206;2005-07-18;24;1978-01-04;1996;80;180;Slovaquie;Slovakia;Bratislava;Two_Handed;Right_Handed
Mikhail Youzhny;23;1200;2005-07-18;25;1982-06-25;1999;73;183;Russie;Russia;Moscow;One_Handed;Right_Handed
Nicolas Kiefer;28;1185;2005-07-18;26;1977-07-05;1995;80;183;Allemagne;Germany;Holzminden;Two_Handed;Right_Handed
Tommy Haas;27;1180;2005-07-18;27;1978-04-03;1996;84;188;Allemagne;Germany;Hamburg;One_Handed;Right_Handed
Carlos Moya;28;1180;2005-07-18;28;1976-08-27;1995;88;191;Espagne;Spain;Palma de Mallorca;Two_Handed;Right_Handed
Juan Carlos Ferrero;25;1170;2005-07-18;29;1980-02-12;1998;73;183;Espagne;Spain;Onteniente;Two_Handed;Right_Handed
Taylor Dent;24;1170;2005-07-18;30;1981-04-24;1998;88;188;Etats-Unis;CA;Newport Beach;One_Handed;Right_Handed
Roger Federer;23;6980;2005-07-11;1;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Lleyton Hewitt;24;3840;2005-07-11;2;1981-02-24;1998;77;178;Australie;Australia;Adelaide;Two_Handed;Right_Handed
Rafael Nadal;19;3750;2005-07-11;3;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Andy Roddick;22;3590;2005-07-11;4;1982-08-30;2000;88;188;Etats-Unis;Nebraska;Omaha;Two_Handed;Right_Handed
Marat Safin;25;3265;2005-07-11;5;1980-01-27;1997;88;193;Russie;Russia;Moscow;Two_Handed;Right_Handed
Andre Agassi;35;2275;2005-07-11;6;1970-04-29;1986;80;180;Etats-Unis;Nevada;Las Vegas;Two_Handed;Right_Handed
Nikolay Davydenko;24;2115;2005-07-11;7;1981-06-02;1999;72;178;Russie;Ukraine;Severodonezk;Two_Handed;Right_Handed
Guillermo Canas;27;2070;2005-07-11;8;1977-11-25;1995;86;185;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Thomas Johansson;30;1688;2005-07-11;9;1975-03-24;1994;80;180;Suede;Sweden;Linkoping;Two_Handed;Right_Handed
David Nalbandian;23;1635;2005-07-11;10;1982-01-01;2000;79;180;Argentine;Argentina;Cordoba;Two_Handed;Right_Handed
Tim Henman;30;1615;2005-07-11;11;1974-09-06;1993;77;185;Angleterre;England;Oxford;One_Handed;Right_Handed
Mariano Puerta;26;1611;2005-07-11;12;1978-09-19;1998;78;180;Argentine;ARG;San Francisco (Cordoba);One_Handed;Left_Handed
Gaston Gaudio;26;1590;2005-07-11;13;1978-12-09;1996;70;175;Argentine;Argentina;Buenos Aires;One_Handed;Right_Handed
Joachim Johansson;23;1545;2005-07-11;14;1982-07-01;2000;90;198;Suede;Sweden;Lund;One_Handed;Right_Handed
Guillermo Coria;23;1500;2005-07-11;15;1982-01-13;2000;69;175;Argentine;Argentina;Rufino;Two_Handed;Right_Handed
Tommy Robredo;23;1485;2005-07-11;16;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
Richard Gasquet;19;1470;2005-07-11;17;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Radek Stepanek;26;1470;2005-07-11;18;1978-11-27;1996;76;185;R<e9>publique tch<e8>que;Czech Republic;Karvina;Two_Handed;Right_Handed
Ivan Ljubicic;26;1435;2005-07-11;19;1979-03-19;1998;92;193;Croatie;Bosnia-Herzegovina;Banja Luka;One_Handed;Right_Handed
David Ferrer;23;1410;2005-07-11;20;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Fernando Gonzalez;24;1410;2005-07-11;21;1980-07-29;1999;82;183;Chilie;Chile;Santiago;One_Handed;Right_Handed
Nicolas Kiefer;28;1300;2005-07-11;22;1977-07-05;1995;80;183;Allemagne;Germany;Holzminden;Two_Handed;Right_Handed
Tommy Haas;27;1280;2005-07-11;23;1978-04-03;1996;84;188;Allemagne;Germany;Hamburg;One_Handed;Right_Handed
Feliciano Lopez;23;1230;2005-07-11;24;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
Jiri Novak;30;1215;2005-07-11;25;1975-03-22;1993;86;191;R<e9>publique tch<e8>que;Czech Republic;Zlin;Two_Handed;Right_Handed
Dominik Hrbaty;27;1206;2005-07-11;26;1978-01-04;1996;80;180;Slovaquie;Slovakia;Bratislava;Two_Handed;Right_Handed
Mikhail Youzhny;23;1200;2005-07-11;27;1982-06-25;1999;73;183;Russie;Russia;Moscow;One_Handed;Right_Handed
Carlos Moya;28;1180;2005-07-11;28;1976-08-27;1995;88;191;Espagne;Spain;Palma de Mallorca;Two_Handed;Right_Handed
Nicolas Massu;25;1180;2005-07-11;29;1979-10-10;1997;80;183;Chilie;Chile;Vina del Mar;Two_Handed;Right_Handed
Juan Carlos Ferrero;25;1170;2005-07-11;30;1980-02-12;1998;73;183;Espagne;Spain;Onteniente;Two_Handed;Right_Handed
Roger Federer;23;6980;2005-07-04;1;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Lleyton Hewitt;24;3840;2005-07-04;2;1981-02-24;1998;77;178;Australie;Australia;Adelaide;Two_Handed;Right_Handed
Rafael Nadal;19;3635;2005-07-04;3;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Andy Roddick;22;3590;2005-07-04;4;1982-08-30;2000;88;188;Etats-Unis;Nebraska;Omaha;Two_Handed;Right_Handed
Marat Safin;25;3265;2005-07-04;5;1980-01-27;1997;88;193;Russie;Russia;Moscow;Two_Handed;Right_Handed
Andre Agassi;35;2275;2005-07-04;6;1970-04-29;1986;80;180;Etats-Unis;Nevada;Las Vegas;Two_Handed;Right_Handed
Nikolay Davydenko;24;2115;2005-07-04;7;1981-06-02;1999;72;178;Russie;Ukraine;Severodonezk;Two_Handed;Right_Handed
Guillermo Canas;27;2070;2005-07-04;8;1977-11-25;1995;86;185;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Thomas Johansson;30;1688;2005-07-04;9;1975-03-24;1994;80;180;Suede;Sweden;Linkoping;Two_Handed;Right_Handed
David Nalbandian;23;1635;2005-07-04;10;1982-01-01;2000;79;180;Argentine;Argentina;Cordoba;Two_Handed;Right_Handed
Tim Henman;30;1615;2005-07-04;11;1974-09-06;1993;77;185;Angleterre;England;Oxford;One_Handed;Right_Handed
Mariano Puerta;26;1613;2005-07-04;12;1978-09-19;1998;78;180;Argentine;ARG;San Francisco (Cordoba);One_Handed;Left_Handed
Gaston Gaudio;26;1590;2005-07-04;13;1978-12-09;1996;70;175;Argentine;Argentina;Buenos Aires;One_Handed;Right_Handed
Joachim Johansson;23;1545;2005-07-04;14;1982-07-01;2000;90;198;Suede;Sweden;Lund;One_Handed;Right_Handed
Guillermo Coria;23;1500;2005-07-04;15;1982-01-13;2000;69;175;Argentine;Argentina;Rufino;Two_Handed;Right_Handed
Radek Stepanek;26;1480;2005-07-04;16;1978-11-27;1996;76;185;R<e9>publique tch<e8>que;Czech Republic;Karvina;Two_Handed;Right_Handed
Richard Gasquet;19;1470;2005-07-04;17;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Fernando Gonzalez;24;1445;2005-07-04;18;1980-07-29;1999;82;183;Chilie;Chile;Santiago;One_Handed;Right_Handed
Ivan Ljubicic;26;1435;2005-07-04;19;1979-03-19;1998;92;193;Croatie;Bosnia-Herzegovina;Banja Luka;One_Handed;Right_Handed
Tommy Robredo;23;1425;2005-07-04;20;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
David Ferrer;23;1410;2005-07-04;21;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Nicolas Kiefer;27;1300;2005-07-04;22;1977-07-05;1995;80;183;Allemagne;Germany;Holzminden;Two_Handed;Right_Handed
Tommy Haas;27;1280;2005-07-04;23;1978-04-03;1996;84;188;Allemagne;Germany;Hamburg;One_Handed;Right_Handed
Feliciano Lopez;23;1230;2005-07-04;24;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
Jiri Novak;30;1215;2005-07-04;25;1975-03-22;1993;86;191;R<e9>publique tch<e8>que;Czech Republic;Zlin;Two_Handed;Right_Handed
Dominik Hrbaty;27;1206;2005-07-04;26;1978-01-04;1996;80;180;Slovaquie;Slovakia;Bratislava;Two_Handed;Right_Handed
Mikhail Youzhny;23;1200;2005-07-04;27;1982-06-25;1999;73;183;Russie;Russia;Moscow;One_Handed;Right_Handed
Carlos Moya;28;1180;2005-07-04;28;1976-08-27;1995;88;191;Espagne;Spain;Palma de Mallorca;Two_Handed;Right_Handed
Taylor Dent;24;1170;2005-07-04;29;1981-04-24;1998;88;188;Etats-Unis;CA;Newport Beach;One_Handed;Right_Handed
Nicolas Massu;25;1165;2005-07-04;30;1979-10-10;1997;80;183;Chilie;Chile;Vina del Mar;Two_Handed;Right_Handed
Roger Federer;23;6980;2005-06-27;1;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Lleyton Hewitt;24;3640;2005-06-27;2;1981-02-24;1998;77;178;Australie;Australia;Adelaide;Two_Handed;Right_Handed
Rafael Nadal;19;3600;2005-06-27;3;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Andy Roddick;22;3590;2005-06-27;4;1982-08-30;2000;88;188;Etats-Unis;Nebraska;Omaha;Two_Handed;Right_Handed
Marat Safin;25;3195;2005-06-27;5;1980-01-27;1997;88;193;Russie;Russia;Moscow;Two_Handed;Right_Handed
Andre Agassi;35;2275;2005-06-27;6;1970-04-29;1986;80;180;Etats-Unis;Nevada;Las Vegas;Two_Handed;Right_Handed
Nikolay Davydenko;24;2085;2005-06-27;7;1981-06-02;1999;72;178;Russie;Ukraine;Severodonezk;Two_Handed;Right_Handed
Guillermo Canas;27;2075;2005-06-27;8;1977-11-25;1995;86;185;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Tim Henman;30;1830;2005-06-27;9;1974-09-06;1993;77;185;Angleterre;England;Oxford;One_Handed;Right_Handed
Joachim Johansson;22;1620;2005-06-27;10;1982-07-01;2000;90;198;Suede;Sweden;Lund;One_Handed;Right_Handed
Mariano Puerta;26;1618;2005-06-27;11;1978-09-19;1998;78;180;Argentine;ARG;San Francisco (Cordoba);One_Handed;Left_Handed
Gaston Gaudio;26;1590;2005-06-27;12;1978-12-09;1996;70;175;Argentine;Argentina;Buenos Aires;One_Handed;Right_Handed
Radek Stepanek;26;1480;2005-06-27;13;1978-11-27;1996;76;185;R<e9>publique tch<e8>que;Czech Republic;Karvina;Two_Handed;Right_Handed
Tommy Robredo;23;1455;2005-06-27;14;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
David Ferrer;23;1440;2005-06-27;15;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Ivan Ljubicic;26;1435;2005-06-27;16;1979-03-19;1998;92;193;Croatie;Bosnia-Herzegovina;Banja Luka;One_Handed;Right_Handed
Mario Ancic;21;1415;2005-06-27;17;1984-03-30;2001;82;196;Croatie;Croatia;Split;Two_Handed;Right_Handed
Guillermo Coria;23;1385;2005-06-27;18;1982-01-13;2000;69;175;Argentine;Argentina;Rufino;Two_Handed;Right_Handed
David Nalbandian;23;1385;2005-06-27;19;1982-01-01;2000;79;180;Argentine;Argentina;Cordoba;Two_Handed;Right_Handed
Richard Gasquet;19;1340;2005-06-27;20;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Carlos Moya;28;1330;2005-06-27;21;1976-08-27;1995;88;191;Espagne;Spain;Palma de Mallorca;Two_Handed;Right_Handed
Thomas Johansson;30;1313;2005-06-27;22;1975-03-24;1994;80;180;Suede;Sweden;Linkoping;Two_Handed;Right_Handed
Tommy Haas;27;1310;2005-06-27;23;1978-04-03;1996;84;188;Allemagne;Germany;Hamburg;One_Handed;Right_Handed
Fernando Gonzalez;24;1270;2005-06-27;24;1980-07-29;1999;82;183;Chilie;Chile;Santiago;One_Handed;Right_Handed
Dominik Hrbaty;27;1246;2005-06-27;25;1978-01-04;1996;80;180;Slovaquie;Slovakia;Bratislava;Two_Handed;Right_Handed
Nicolas Kiefer;27;1230;2005-06-27;26;1977-07-05;1995;80;183;Allemagne;Germany;Holzminden;Two_Handed;Right_Handed
Sebastien Grosjean;27;1215;2005-06-27;27;1978-05-29;1996;73;175;France;France;Marseille;Two_Handed;Right_Handed
Jiri Novak;30;1145;2005-06-27;28;1975-03-22;1993;86;191;R<e9>publique tch<e8>que;Czech Republic;Zlin;Two_Handed;Right_Handed
Nicolas Massu;25;1135;2005-06-27;29;1979-10-10;1997;80;183;Chilie;Chile;Vina del Mar;Two_Handed;Right_Handed
Taylor Dent;24;1095;2005-06-27;30;1981-04-24;1998;88;188;Etats-Unis;CA;Newport Beach;One_Handed;Right_Handed
Roger Federer;23;6980;2005-06-20;1;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Lleyton Hewitt;24;3640;2005-06-20;2;1981-02-24;1998;77;178;Australie;Australia;Adelaide;Two_Handed;Right_Handed
Rafael Nadal;19;3600;2005-06-20;3;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Andy Roddick;22;3590;2005-06-20;4;1982-08-30;2000;88;188;Etats-Unis;Nebraska;Omaha;Two_Handed;Right_Handed
Marat Safin;25;3195;2005-06-20;5;1980-01-27;1997;88;193;Russie;Russia;Moscow;Two_Handed;Right_Handed
Andre Agassi;35;2275;2005-06-20;6;1970-04-29;1986;80;180;Etats-Unis;Nevada;Las Vegas;Two_Handed;Right_Handed
Nikolay Davydenko;24;2085;2005-06-20;7;1981-06-02;1999;72;178;Russie;Ukraine;Severodonezk;Two_Handed;Right_Handed
