"Date","HomeTeam","Result","HomeGoals","AwayGoals","AwayTeam","League","Goals_Number","Year","Yearbis"
2012-05-20,"Saint-Étienne","2:3","2","3","G. Bordeaux","Ligue 1",5,2012,2011
2012-05-20,"FC Sochaux","1:0","1","0","Marseille","Ligue 1",1,2012,2011
2012-05-20,"Toulouse","0:2","0","2","AC Ajaccio","Ligue 1",2,2012,2011
2012-05-20,"Valenciennes FC","3:1","3","1","SM Caen","Ligue 1",4,2012,2011
2011-08-13,"Blackburn","1:2","1","2","Wolves","Premier League",3,2011,2011
2011-08-13,"Fulham","0:0","0","0","Aston Villa","Premier League",0,2011,2011
2011-08-13,"Liverpool","1:1","1","1","Sunderland","Premier League",2,2011,2011
2011-08-13,"QPR","0:4","0","4","Bolton","Premier League",4,2011,2011
2011-08-13,"Wigan","1:1","1","1","Norwich","Premier League",2,2011,2011
2011-08-13,"Newcastle","0:0","0","0","Arsenal","Premier League",0,2011,2011
2011-08-14,"Stoke City","0:0","0","0","Chelsea","Premier League",0,2011,2011
2011-08-14,"West Brom","1:2","1","2","Man Utd","Premier League",3,2011,2011
2011-08-15,"Man City","4:0","4","0","Swansea","Premier League",4,2011,2011
2012-01-11,"Tottenham","2:0","2","0","Everton","Premier League",2,2012,2011
2011-08-20,"Sunderland","0:1","0","1","Newcastle","Premier League",1,2011,2011
2011-08-20,"Arsenal","0:2","0","2","Liverpool","Premier League",2,2011,2011
2011-08-20,"Aston Villa","3:1","3","1","Blackburn","Premier League",4,2011,2011
2011-08-20,"Everton","0:1","0","1","QPR","Premier League",1,2011,2011
2011-08-20,"Swansea","0:0","0","0","Wigan","Premier League",0,2011,2011
2011-08-20,"Chelsea","2:1","2","1","West Brom","Premier League",3,2011,2011
2011-08-21,"Norwich","1:1","1","1","Stoke City","Premier League",2,2011,2011
2011-08-21,"Wolves","2:0","2","0","Fulham","Premier League",2,2011,2011
2011-08-21,"Bolton","2:3","2","3","Man City","Premier League",5,2011,2011
2011-08-22,"Man Utd","3:0","3","0","Tottenham","Premier League",3,2011,2011
2011-08-27,"Aston Villa","0:0","0","0","Wolves","Premier League",0,2011,2011
2011-08-27,"Wigan","2:0","2","0","QPR","Premier League",2,2011,2011
2011-08-27,"Blackburn","0:1","0","1","Everton","Premier League",1,2011,2011
2011-08-27,"Chelsea","3:1","3","1","Norwich","Premier League",4,2011,2011
2011-08-27,"Swansea","0:0","0","0","Sunderland","Premier League",0,2011,2011
2011-08-27,"Liverpool","3:1","3","1","Bolton","Premier League",4,2011,2011
2011-08-28,"Newcastle","2:1","2","1","Fulham","Premier League",3,2011,2011
2011-08-28,"Tottenham","1:5","1","5","Man City","Premier League",6,2011,2011
2011-08-28,"West Brom","0:1","0","1","Stoke City","Premier League",1,2011,2011
2011-08-28,"Man Utd","8:2","8","2","Arsenal","Premier League",10,2011,2011
2011-09-10,"Arsenal","1:0","1","0","Swansea","Premier League",1,2011,2011
2011-09-10,"Everton","2:2","2","2","Aston Villa","Premier League",4,2011,2011
2011-09-10,"Man City","3:0","3","0","Wigan","Premier League",3,2011,2011
2011-09-10,"Stoke City","1:0","1","0","Liverpool","Premier League",1,2011,2011
2011-09-10,"Sunderland","1:2","1","2","Chelsea","Premier League",3,2011,2011
2011-09-10,"Wolves","0:2","0","2","Tottenham","Premier League",2,2011,2011
2011-09-10,"Bolton","0:5","0","5","Man Utd","Premier League",5,2011,2011
2011-09-11,"Norwich","0:1","0","1","West Brom","Premier League",1,2011,2011
2011-09-11,"Fulham","1:1","1","1","Blackburn","Premier League",2,2011,2011
2011-09-12,"QPR","0:0","0","0","Newcastle","Premier League",0,2011,2011
2011-09-17,"Blackburn","4:3","4","3","Arsenal","Premier League",7,2011,2011
2011-09-17,"Aston Villa","1:1","1","1","Newcastle","Premier League",2,2011,2011
2011-09-17,"Bolton","1:2","1","2","Norwich","Premier League",3,2011,2011
2011-09-17,"Everton","3:1","3","1","Wigan","Premier League",4,2011,2011
2011-09-17,"Swansea","3:0","3","0","West Brom","Premier League",3,2011,2011
2011-09-17,"Wolves","0:3","0","3","QPR","Premier League",3,2011,2011
2011-09-18,"Tottenham","4:0","4","0","Liverpool","Premier League",4,2011,2011
2011-09-18,"Fulham","2:2","2","2","Man City","Premier League",4,2011,2011
2011-09-18,"Sunderland","4:0","4","0","Stoke City","Premier League",4,2011,2011
2011-09-18,"Man Utd","3:1","3","1","Chelsea","Premier League",4,2011,2011
2011-09-24,"Man City","2:0","2","0","Everton","Premier League",2,2011,2011
2011-09-24,"Arsenal","3:0","3","0","Bolton","Premier League",3,2011,2011
2011-09-24,"Chelsea","4:1","4","1","Swansea","Premier League",5,2011,2011
2011-09-24,"Liverpool","2:1","2","1","Wolves","Premier League",3,2011,2011
2011-09-24,"Newcastle","3:1","3","1","Blackburn","Premier League",4,2011,2011
2011-09-24,"West Brom","0:0","0","0","Fulham","Premier League",0,2011,2011
2011-09-24,"Wigan","1:2","1","2","Tottenham","Premier League",3,2011,2011
2011-09-24,"Stoke City","1:1","1","1","Man Utd","Premier League",2,2011,2011
2011-09-25,"QPR","1:1","1","1","Aston Villa","Premier League",2,2011,2011
2011-09-26,"Norwich","2:1","2","1","Sunderland","Premier League",3,2011,2011
2011-10-01,"Everton","0:2","0","2","Liverpool","Premier League",2,2011,2011
2011-10-01,"Aston Villa","2:0","2","0","Wigan","Premier League",2,2011,2011
2011-10-01,"Blackburn","0:4","0","4","Man City","Premier League",4,2011,2011
2011-10-01,"Man Utd","2:0","2","0","Norwich","Premier League",2,2011,2011
2011-10-01,"Sunderland","2:2","2","2","West Brom","Premier League",4,2011,2011
2011-10-01,"Wolves","1:2","1","2","Newcastle","Premier League",3,2011,2011
2011-10-02,"Bolton","1:5","1","5","Chelsea","Premier League",6,2011,2011
2011-10-02,"Fulham","6:0","6","0","QPR","Premier League",6,2011,2011
2011-10-02,"Swansea","2:0","2","0","Stoke City","Premier League",2,2011,2011
2011-10-02,"Tottenham","2:1","2","1","Arsenal","Premier League",3,2011,2011
2011-10-15,"Liverpool","1:1","1","1","Man Utd","Premier League",2,2011,2011
2011-10-15,"Man City","4:1","4","1","Aston Villa","Premier League",5,2011,2011
2011-10-15,"Norwich","3:1","3","1","Swansea","Premier League",4,2011,2011
2011-10-15,"QPR","1:1","1","1","Blackburn","Premier League",2,2011,2011
2011-10-15,"Stoke City","2:0","2","0","Fulham","Premier League",2,2011,2011
2011-10-15,"Wigan","1:3","1","3","Bolton","Premier League",4,2011,2011
2011-10-15,"Chelsea","3:1","3","1","Everton","Premier League",4,2011,2011
2011-10-16,"West Brom","2:0","2","0","Wolves","Premier League",2,2011,2011
2011-10-16,"Arsenal","2:1","2","1","Sunderland","Premier League",3,2011,2011
2011-10-16,"Newcastle","2:2","2","2","Tottenham","Premier League",4,2011,2011
2011-10-22,"Wolves","2:2","2","2","Swansea","Premier League",4,2011,2011
2011-10-22,"Aston Villa","1:2","1","2","West Brom","Premier League",3,2011,2011
2011-10-22,"Bolton","0:2","0","2","Sunderland","Premier League",2,2011,2011
2011-10-22,"Newcastle","1:0","1","0","Wigan","Premier League",1,2011,2011
2011-10-22,"Liverpool","1:1","1","1","Norwich","Premier League",2,2011,2011
2011-10-23,"Arsenal","3:1","3","1","Stoke City","Premier League",4,2011,2011
2011-10-23,"Fulham","1:3","1","3","Everton","Premier League",4,2011,2011
2011-10-23,"Man Utd","1:6","1","6","Man City","Premier League",7,2011,2011
2011-10-23,"Blackburn","1:2","1","2","Tottenham","Premier League",3,2011,2011
2011-10-23,"QPR","1:0","1","0","Chelsea","Premier League",1,2011,2011
2011-10-29,"Everton","0:1","0","1","Man Utd","Premier League",1,2011,2011
2011-10-29,"Chelsea","3:5","3","5","Arsenal","Premier League",8,2011,2011
2011-10-29,"Man City","3:1","3","1","Wolves","Premier League",4,2011,2011
2011-10-29,"Norwich","3:3","3","3","Blackburn","Premier League",6,2011,2011
2011-10-29,"Sunderland","2:2","2","2","Aston Villa","Premier League",4,2011,2011
2011-10-29,"Swansea","3:1","3","1","Bolton","Premier League",4,2011,2011
2011-10-29,"Wigan","0:2","0","2","Fulham","Premier League",2,2011,2011
2011-10-29,"West Brom","0:2","0","2","Liverpool","Premier League",2,2011,2011
2011-10-30,"Tottenham","3:1","3","1","QPR","Premier League",4,2011,2011
2011-10-31,"Stoke City","1:3","1","3","Newcastle","Premier League",4,2011,2011
2011-11-05,"Newcastle","2:1","2","1","Everton","Premier League",3,2011,2011
2011-11-05,"Arsenal","3:0","3","0","West Brom","Premier League",3,2011,2011
2011-11-05,"Aston Villa","3:2","3","2","Norwich","Premier League",5,2011,2011
2011-11-05,"Blackburn","0:1","0","1","Chelsea","Premier League",1,2011,2011
2011-11-05,"Liverpool","0:0","0","0","Swansea","Premier League",0,2011,2011
2011-11-05,"Man Utd","1:0","1","0","Sunderland","Premier League",1,2011,2011
2011-11-05,"QPR","2:3","2","3","Man City","Premier League",5,2011,2011
2011-11-06,"Wolves","3:1","3","1","Wigan","Premier League",4,2011,2011
2011-11-06,"Bolton","5:0","5","0","Stoke City","Premier League",5,2011,2011
2011-11-06,"Fulham","1:3","1","3","Tottenham","Premier League",4,2011,2011
2011-11-19,"Norwich","1:2","1","2","Arsenal","Premier League",3,2011,2011
2011-11-19,"Everton","2:1","2","1","Wolves","Premier League",3,2011,2011
2011-11-19,"Man City","3:1","3","1","Newcastle","Premier League",4,2011,2011
2011-11-19,"Stoke City","2:3","2","3","QPR","Premier League",5,2011,2011
2011-11-19,"Sunderland","0:0","0","0","Fulham","Premier League",0,2011,2011
2011-11-19,"West Brom","2:1","2","1","Bolton","Premier League",3,2011,2011
2011-11-19,"Wigan","3:3","3","3","Blackburn","Premier League",6,2011,2011
2011-11-19,"Swansea","0:1","0","1","Man Utd","Premier League",1,2011,2011
2011-11-20,"Chelsea","1:2","1","2","Liverpool","Premier League",3,2011,2011
2011-11-21,"Tottenham","2:0","2","0","Aston Villa","Premier League",2,2011,2011
2011-11-26,"Stoke City","3:1","3","1","Blackburn","Premier League",4,2011,2011
2011-11-26,"Bolton","0:2","0","2","Everton","Premier League",2,2011,2011
2011-11-26,"Chelsea","3:0","3","0","Wolves","Premier League",3,2011,2011
2011-11-26,"Man Utd","1:1","1","1","Newcastle","Premier League",2,2011,2011
2011-11-26,"Norwich","2:1","2","1","QPR","Premier League",3,2011,2011
2011-11-26,"Sunderland","1:2","1","2","Wigan","Premier League",3,2011,2011
2011-11-26,"West Brom","1:3","1","3","Tottenham","Premier League",4,2011,2011
2011-11-26,"Arsenal","1:1","1","1","Fulham","Premier League",2,2011,2011
2011-11-27,"Swansea","0:0","0","0","Aston Villa","Premier League",0,2011,2011
2011-11-27,"Liverpool","1:1","1","1","Man City","Premier League",2,2011,2011
2011-12-03,"Newcastle","0:3","0","3","Chelsea","Premier League",3,2011,2011
2011-12-03,"Blackburn","4:2","4","2","Swansea","Premier League",6,2011,2011
2011-12-03,"Man City","5:1","5","1","Norwich","Premier League",6,2011,2011
2011-12-03,"QPR","1:1","1","1","West Brom","Premier League",2,2011,2011
2011-12-03,"Tottenham","3:0","3","0","Bolton","Premier League",3,2011,2011
2011-12-03,"Wigan","0:4","0","4","Arsenal","Premier League",4,2011,2011
2011-12-03,"Aston Villa","0:1","0","1","Man Utd","Premier League",1,2011,2011
2011-12-04,"Everton","0:1","0","1","Stoke City","Premier League",1,2011,2011
2011-12-04,"Wolves","2:1","2","1","Sunderland","Premier League",3,2011,2011
2011-12-05,"Fulham","1:0","1","0","Liverpool","Premier League",1,2011,2011
2011-12-10,"Arsenal","1:0","1","0","Everton","Premier League",1,2011,2011
2011-12-10,"Bolton","1:2","1","2","Aston Villa","Premier League",3,2011,2011
2011-12-10,"Liverpool","1:0","1","0","QPR","Premier League",1,2011,2011
2011-12-10,"Man Utd","4:1","4","1","Wolves","Premier League",5,2011,2011
2011-12-10,"Norwich","4:2","4","2","Newcastle","Premier League",6,2011,2011
2011-12-10,"Swansea","2:0","2","0","Fulham","Premier League",2,2011,2011
2011-12-10,"West Brom","1:2","1","2","Wigan","Premier League",3,2011,2011
2011-12-11,"Sunderland","2:1","2","1","Blackburn","Premier League",3,2011,2011
2011-12-11,"Stoke City","2:1","2","1","Tottenham","Premier League",3,2011,2011
2011-12-12,"Chelsea","2:1","2","1","Man City","Premier League",3,2011,2011
2011-12-17,"Blackburn","1:2","1","2","West Brom","Premier League",3,2011,2011
2011-12-17,"Everton","1:1","1","1","Norwich","Premier League",2,2011,2011
2011-12-17,"Fulham","2:0","2","0","Bolton","Premier League",2,2011,2011
2011-12-17,"Newcastle","0:0","0","0","Swansea","Premier League",0,2011,2011
2011-12-17,"Wolves","1:2","1","2","Stoke City","Premier League",3,2011,2011
2011-12-17,"Wigan","1:1","1","1","Chelsea","Premier League",2,2011,2011
2011-12-18,"QPR","0:2","0","2","Man Utd","Premier League",2,2011,2011
2011-12-18,"Aston Villa","0:2","0","2","Liverpool","Premier League",2,2011,2011
2011-12-18,"Tottenham","1:0","1","0","Sunderland","Premier League",1,2011,2011
2011-12-18,"Man City","1:0","1","0","Arsenal","Premier League",1,2011,2011
2011-12-20,"Wolves","2:2","2","2","Norwich","Premier League",4,2011,2011
2011-12-20,"Blackburn","1:2","1","2","Bolton","Premier League",3,2011,2011
2011-12-21,"Aston Villa","1:2","1","2","Arsenal","Premier League",3,2011,2011
2011-12-21,"Man City","3:0","3","0","Stoke City","Premier League",3,2011,2011
2011-12-21,"Newcastle","2:3","2","3","West Brom","Premier League",5,2011,2011
2011-12-21,"QPR","2:3","2","3","Sunderland","Premier League",5,2011,2011
2011-12-21,"Wigan","0:0","0","0","Liverpool","Premier League",0,2011,2011
2011-12-21,"Everton","1:0","1","0","Swansea","Premier League",1,2011,2011
2011-12-21,"Fulham","0:5","0","5","Man Utd","Premier League",5,2011,2011
2011-12-22,"Tottenham","1:1","1","1","Chelsea","Premier League",2,2011,2011
2011-12-26,"Chelsea","1:1","1","1","Fulham","Premier League",2,2011,2011
2011-12-26,"Man Utd","5:0","5","0","Wigan","Premier League",5,2011,2011
2011-12-26,"Sunderland","1:1","1","1","Everton","Premier League",2,2011,2011
2011-12-26,"West Brom","0:0","0","0","Man City","Premier League",0,2011,2011
2011-12-26,"Bolton","0:2","0","2","Newcastle","Premier League",2,2011,2011
2011-12-26,"Liverpool","1:1","1","1","Blackburn","Premier League",2,2011,2011
2011-12-26,"Stoke City","0:0","0","0","Aston Villa","Premier League",0,2011,2011
2011-12-27,"Arsenal","1:1","1","1","Wolves","Premier League",2,2011,2011
2011-12-27,"Swansea","1:1","1","1","QPR","Premier League",2,2011,2011
2011-12-27,"Norwich","0:2","0","2","Tottenham","Premier League",2,2011,2011
2011-12-30,"Liverpool","3:1","3","1","Newcastle","Premier League",4,2011,2011
2011-12-31,"Man Utd","2:3","2","3","Blackburn","Premier League",5,2011,2011
2011-12-31,"Arsenal","1:0","1","0","QPR","Premier League",1,2011,2011
