"Team","System_Team","Match_Number","Home_Away","Three_Or_Five_Def","Two_Strikers","Classification","Age","Mean_Value","Rank","Points","League","Rank_bis","Points_bis"
"Cádiz CF","4-4-2",1459,"Away","No","Yes","4d_2s",26.8,1.4,16,42,"Liga",0.2,1.10526315789474
"RCD Mallorca","5-4-1",1460,"Home","Yes","No","3_5d_1s",26.3,2.82,9,50,"Liga",0.55,1.31578947368421
"Real Betis Balompié","4-2-3-1",1460,"Away","No","No","4d_1s",27.1,6.48,6,60,"Liga",0.7,1.57894736842105
"Celta de Vigo","4-4-2",1461,"Home","No","Yes","4d_2s",25.2,3.86,13,43,"Liga",0.35,1.13157894736842
"Real Madrid","4-3-3",1461,"Away","No","No","4d_1s",25.4,25.65,2,78,"Liga",0.9,2.05263157894737
"Athletic Bilbao","4-2-3-1",1462,"Home","No","No","4d_1s",26.6,7.18,8,51,"Liga",0.6,1.34210526315789
"Valencia CF","4-3-3",1462,"Away","No","No","4d_1s",24,6.24,14,42,"Liga",0.3,1.10526315789474
"Atlético de Madrid","3-1-4-2",1463,"Home","Yes","Yes","3_5d_2s",25.4,13.36,3,77,"Liga",0.85,2.02631578947368
"Villarreal CF","4-4-2",1463,"Away","No","Yes","4d_2s",25.8,8.45,5,64,"Liga",0.75,1.68421052631579
"Real Sociedad","4-3-1-2",1464,"Home","No","Yes","4d_2s",24.5,11.94,4,71,"Liga",0.8,1.86842105263158
"FC Barcelona","4-3-3",1464,"Away","No","No","4d_1s",24,20.41,1,88,"Liga",0.95,2.31578947368421
"Elche CF","4-4-2",1465,"Home","No","Yes","4d_2s",26.5,1.69,20,25,"Liga",0,0.657894736842105
"UD Almería","5-3-2",1465,"Away","Yes","Yes","3_5d_2s",25.4,3.17,17,41,"Liga",0.15,1.07894736842105
"Girona FC","5-3-2",1466,"Home","Yes","Yes","3_5d_2s",25.1,3.78,10,49,"Liga",0.5,1.28947368421053
"Getafe CF","5-3-2",1466,"Away","Yes","Yes","3_5d_2s",26,3.5,15,42,"Liga",0.25,1.10526315789474
"Girona FC","4-4-2",1467,"Home","No","Yes","4d_2s",25.1,3.78,10,49,"Liga",0.5,1.28947368421053
"Celta de Vigo","4-4-2",1467,"Away","No","Yes","4d_2s",25.2,3.86,13,43,"Liga",0.35,1.13157894736842
"Real Betis Balompié","4-2-3-1",1468,"Home","No","No","4d_1s",27.1,6.48,6,60,"Liga",0.7,1.57894736842105
"CA Osasuna","4-2-3-1",1468,"Away","No","No","4d_1s",26.7,4.84,7,53,"Liga",0.65,1.39473684210526
"Elche CF","4-4-2",1469,"Home","No","Yes","4d_2s",26.5,1.69,20,25,"Liga",0,0.657894736842105
"Real Sociedad","4-3-1-2",1469,"Away","No","Yes","4d_2s",24.5,11.94,4,71,"Liga",0.8,1.86842105263158
"Rayo Vallecano","4-2-3-1",1470,"Home","No","No","4d_1s",28.1,3.57,12,49,"Liga",0.4,1.28947368421053
"RCD Mallorca","3-5-2",1470,"Away","Yes","Yes","3_5d_2s",26.3,2.82,9,50,"Liga",0.55,1.31578947368421
"UD Almería","5-3-2",1471,"Home","Yes","Yes","3_5d_2s",25.4,3.17,17,41,"Liga",0.15,1.07894736842105
"Sevilla FC","4-2-3-1",1471,"Away","No","No","4d_1s",26.3,5.54,11,49,"Liga",0.45,1.28947368421053
"Getafe CF","4-4-2",1472,"Home","No","Yes","4d_2s",26,3.5,15,42,"Liga",0.25,1.10526315789474
"Villarreal CF","4-4-2",1472,"Away","No","Yes","4d_2s",25.8,8.45,5,64,"Liga",0.75,1.68421052631579
"FC Barcelona","4-3-3",1473,"Home","No","No","4d_1s",24,20.41,1,88,"Liga",0.95,2.31578947368421
"Real Valladolid CF","4-1-4-1",1473,"Away","No","No","4d_1s",26.3,2.21,18,40,"Liga",0.1,1.05263157894737
"RCD Espanyol Barcelona","4-2-3-1",1474,"Home","No","No","4d_1s",25.5,3.23,19,37,"Liga",0.05,0.973684210526316
"Real Madrid","4-3-3",1474,"Away","No","No","4d_1s",25.4,25.65,2,78,"Liga",0.9,2.05263157894737
"Cádiz CF","4-4-2",1475,"Home","No","Yes","4d_2s",26.8,1.4,16,42,"Liga",0.2,1.10526315789474
"Athletic Bilbao","4-2-3-1",1475,"Away","No","No","4d_1s",26.6,7.18,8,51,"Liga",0.6,1.34210526315789
"Valencia CF","4-2-3-1",1476,"Home","No","No","4d_1s",24,6.24,14,42,"Liga",0.3,1.10526315789474
"Atlético de Madrid","3-5-2",1476,"Away","Yes","Yes","3_5d_2s",25.4,13.36,3,77,"Liga",0.85,2.02631578947368
"Celta de Vigo","4-4-2",1477,"Home","No","Yes","4d_2s",25.2,3.86,13,43,"Liga",0.35,1.13157894736842
"Cádiz CF","4-1-4-1",1477,"Away","No","No","4d_1s",26.8,1.4,16,42,"Liga",0.2,1.10526315789474
"RCD Mallorca","5-3-2",1478,"Home","Yes","Yes","3_5d_2s",26.3,2.82,9,50,"Liga",0.55,1.31578947368421
"Girona FC","5-4-1",1478,"Away","Yes","No","3_5d_1s",25.1,3.78,10,49,"Liga",0.5,1.28947368421053
"Real Madrid","4-3-3",1479,"Home","No","No","4d_1s",25.4,25.65,2,78,"Liga",0.9,2.05263157894737
"Real Betis Balompié","4-2-3-1",1479,"Away","No","No","4d_1s",27.1,6.48,6,60,"Liga",0.7,1.57894736842105
"Real Sociedad","4-3-1-2",1480,"Home","No","Yes","4d_2s",24.5,11.94,4,71,"Liga",0.8,1.86842105263158
"Atlético de Madrid","3-5-2",1480,"Away","Yes","Yes","3_5d_2s",25.4,13.36,3,77,"Liga",0.85,2.02631578947368
"Sevilla FC","4-3-3",1481,"Home","No","No","4d_1s",26.3,5.54,11,49,"Liga",0.45,1.28947368421053
"FC Barcelona","4-3-3",1481,"Away","No","No","4d_1s",24,20.41,1,88,"Liga",0.95,2.31578947368421
"CA Osasuna","4-2-3-1",1482,"Home","No","No","4d_1s",26.7,4.84,7,53,"Liga",0.65,1.39473684210526
"Rayo Vallecano","4-2-3-1",1482,"Away","No","No","4d_1s",28.1,3.57,12,49,"Liga",0.4,1.28947368421053
"Athletic Bilbao","4-2-3-1",1483,"Home","No","No","4d_1s",26.6,7.18,8,51,"Liga",0.6,1.34210526315789
"RCD Espanyol Barcelona","4-2-3-1",1483,"Away","No","No","4d_1s",25.5,3.23,19,37,"Liga",0.05,0.973684210526316
"Villarreal CF","4-4-2",1484,"Home","No","Yes","4d_2s",25.8,8.45,5,64,"Liga",0.75,1.68421052631579
"Elche CF","4-4-2",1484,"Away","No","Yes","4d_2s",26.5,1.69,20,25,"Liga",0,0.657894736842105
"Valencia CF","4-3-3",1485,"Home","No","No","4d_1s",24,6.24,14,42,"Liga",0.3,1.10526315789474
"Getafe CF","4-4-2",1485,"Away","No","Yes","4d_2s",26,3.5,15,42,"Liga",0.25,1.10526315789474
"Real Valladolid CF","4-1-4-1",1486,"Home","No","No","4d_1s",26.3,2.21,18,40,"Liga",0.1,1.05263157894737
"UD Almería","4-2-3-1",1486,"Away","No","No","4d_1s",25.4,3.17,17,41,"Liga",0.15,1.07894736842105
"Girona FC","5-4-1",1487,"Home","Yes","No","3_5d_1s",25.1,3.78,10,49,"Liga",0.5,1.28947368421053
"Real Valladolid CF","4-1-4-1",1487,"Away","No","No","4d_1s",26.3,2.21,18,40,"Liga",0.1,1.05263157894737
"Rayo Vallecano","4-2-3-1",1488,"Home","No","No","4d_1s",28.1,3.57,12,49,"Liga",0.4,1.28947368421053
"Valencia CF","4-2-3-1",1488,"Away","No","No","4d_1s",24,6.24,14,42,"Liga",0.3,1.10526315789474
"RCD Espanyol Barcelona","4-3-3",1489,"Home","No","No","4d_1s",25.5,3.23,19,37,"Liga",0.05,0.973684210526316
"Sevilla FC","4-2-3-1",1489,"Away","No","No","4d_1s",26.3,5.54,11,49,"Liga",0.45,1.28947368421053
"Cádiz CF","4-2-3-1",1490,"Home","No","No","4d_1s",26.8,1.4,16,42,"Liga",0.2,1.10526315789474
"FC Barcelona","4-3-3",1490,"Away","No","No","4d_1s",24,20.41,1,88,"Liga",0.95,2.31578947368421
"Atlético de Madrid","3-5-2",1491,"Home","Yes","Yes","3_5d_2s",25.4,13.36,3,77,"Liga",0.85,2.02631578947368
"Celta de Vigo","4-4-2",1491,"Away","No","Yes","4d_2s",25.2,3.86,13,43,"Liga",0.35,1.13157894736842
"Getafe CF","3-5-2",1492,"Home","Yes","Yes","3_5d_2s",26,3.5,15,42,"Liga",0.25,1.10526315789474
"Real Sociedad","4-3-1-2",1492,"Away","No","Yes","4d_2s",24.5,11.94,4,71,"Liga",0.8,1.86842105263158
"Real Madrid","4-3-3",1493,"Home","No","No","4d_1s",25.4,25.65,2,78,"Liga",0.9,2.05263157894737
"RCD Mallorca","5-3-2",1493,"Away","Yes","Yes","3_5d_2s",26.3,2.82,9,50,"Liga",0.55,1.31578947368421
"Elche CF","4-2-3-1",1494,"Home","No","No","4d_1s",26.5,1.69,20,25,"Liga",0,0.657894736842105
"Athletic Bilbao","4-2-3-1",1494,"Away","No","No","4d_1s",26.6,7.18,8,51,"Liga",0.6,1.34210526315789
"Real Betis Balompié","4-2-3-1",1495,"Home","No","No","4d_1s",27.1,6.48,6,60,"Liga",0.7,1.57894736842105
"Villarreal CF","4-4-2",1495,"Away","No","Yes","4d_2s",25.8,8.45,5,64,"Liga",0.75,1.68421052631579
"UD Almería","4-2-3-1",1496,"Home","No","No","4d_1s",25.4,3.17,17,41,"Liga",0.15,1.07894736842105
"CA Osasuna","4-2-3-1",1496,"Away","No","No","4d_1s",26.7,4.84,7,53,"Liga",0.65,1.39473684210526
"Real Valladolid CF","4-1-4-1",1497,"Home","No","No","4d_1s",26.3,2.21,18,40,"Liga",0.1,1.05263157894737
"Cádiz CF","4-2-3-1",1497,"Away","No","No","4d_1s",26.8,1.4,16,42,"Liga",0.2,1.10526315789474
"RCD Mallorca","5-3-2",1498,"Home","Yes","Yes","3_5d_2s",26.3,2.82,9,50,"Liga",0.55,1.31578947368421
"UD Almería","5-3-2",1498,"Away","Yes","Yes","3_5d_2s",25.4,3.17,17,41,"Liga",0.15,1.07894736842105
"FC Barcelona","4-3-3",1499,"Home","No","No","4d_1s",24,20.41,1,88,"Liga",0.95,2.31578947368421
"Elche CF","5-4-1",1499,"Away","Yes","No","3_5d_1s",26.5,1.69,20,25,"Liga",0,0.657894736842105
"Valencia CF","4-3-3",1500,"Home","No","No","4d_1s",24,6.24,14,42,"Liga",0.3,1.10526315789474
"Celta de Vigo","4-4-2",1500,"Away","No","Yes","4d_2s",25.2,3.86,13,43,"Liga",0.35,1.13157894736842
"Athletic Bilbao","4-2-3-1",1501,"Home","No","No","4d_1s",26.6,7.18,8,51,"Liga",0.6,1.34210526315789
"Rayo Vallecano","4-2-3-1",1501,"Away","No","No","4d_1s",28.1,3.57,12,49,"Liga",0.4,1.28947368421053
"Real Betis Balompié","4-2-3-1",1502,"Home","No","No","4d_1s",27.1,6.48,6,60,"Liga",0.7,1.57894736842105
"Girona FC","5-4-1",1502,"Away","Yes","No","3_5d_1s",25.1,3.78,10,49,"Liga",0.5,1.28947368421053
"Villarreal CF","4-2-3-1",1503,"Home","No","No","4d_1s",25.8,8.45,5,64,"Liga",0.75,1.68421052631579
"Sevilla FC","4-2-3-1",1503,"Away","No","No","4d_1s",26.3,5.54,11,49,"Liga",0.45,1.28947368421053
"Real Sociedad","4-3-1-2",1504,"Home","No","Yes","4d_2s",24.5,11.94,4,71,"Liga",0.8,1.86842105263158
"RCD Espanyol Barcelona","5-3-2",1504,"Away","Yes","Yes","3_5d_2s",25.5,3.23,19,37,"Liga",0.05,0.973684210526316
"CA Osasuna","4-2-3-1",1505,"Home","No","No","4d_1s",26.7,4.84,7,53,"Liga",0.65,1.39473684210526
"Getafe CF","5-3-2",1505,"Away","Yes","Yes","3_5d_2s",26,3.5,15,42,"Liga",0.25,1.10526315789474
"Atlético de Madrid","3-5-2",1506,"Home","Yes","Yes","3_5d_2s",25.4,13.36,3,77,"Liga",0.85,2.02631578947368
"Real Madrid","4-3-3",1506,"Away","No","No","4d_1s",25.4,25.65,2,78,"Liga",0.9,2.05263157894737
"Athletic Bilbao","4-2-3-1",1507,"Home","No","No","4d_1s",26.6,7.18,8,51,"Liga",0.6,1.34210526315789
"UD Almería","5-3-2",1507,"Away","Yes","Yes","3_5d_2s",25.4,3.17,17,41,"Liga",0.15,1.07894736842105
"Cádiz CF","4-4-2",1508,"Home","No","Yes","4d_2s",26.8,1.4,16,42,"Liga",0.2,1.10526315789474
"Villarreal CF","4-2-3-1",1508,"Away","No","No","4d_1s",25.8,8.45,5,64,"Liga",0.75,1.68421052631579
"Getafe CF","5-3-2",1509,"Home","Yes","Yes","3_5d_2s",26,3.5,15,42,"Liga",0.25,1.10526315789474
"Real Valladolid CF","4-1-4-1",1509,"Away","No","No","4d_1s",26.3,2.21,18,40,"Liga",0.1,1.05263157894737
"Sevilla FC","4-2-3-1",1510,"Home","No","No","4d_1s",26.3,5.54,11,49,"Liga",0.45,1.28947368421053
"Atlético de Madrid","4-1-4-1",1510,"Away","No","No","4d_1s",25.4,13.36,3,77,"Liga",0.85,2.02631578947368
"RCD Mallorca","5-4-1",1511,"Home","Yes","No","3_5d_1s",26.3,2.82,9,50,"Liga",0.55,1.31578947368421
"FC Barcelona","4-3-3",1511,"Away","No","No","4d_1s",24,20.41,1,88,"Liga",0.95,2.31578947368421
"RCD Espanyol Barcelona","4-2-3-1",1512,"Home","No","No","4d_1s",25.5,3.23,19,37,"Liga",0.05,0.973684210526316
"Valencia CF","4-3-3",1512,"Away","No","No","4d_1s",24,6.24,14,42,"Liga",0.3,1.10526315789474
"Celta de Vigo","4-4-2",1513,"Home","No","Yes","4d_2s",25.2,3.86,13,43,"Liga",0.35,1.13157894736842
"Real Betis Balompié","4-2-3-1",1513,"Away","No","No","4d_1s",27.1,6.48,6,60,"Liga",0.7,1.57894736842105
"Girona FC","5-4-1",1514,"Home","Yes","No","3_5d_1s",25.1,3.78,10,49,"Liga",0.5,1.28947368421053
"Real Sociedad","4-4-2",1514,"Away","No","Yes","4d_2s",24.5,11.94,4,71,"Liga",0.8,1.86842105263158
"Real Madrid","4-3-3",1515,"Home","No","No","4d_1s",25.4,25.65,2,78,"Liga",0.9,2.05263157894737
"CA Osasuna","4-3-3",1515,"Away","No","No","4d_1s",26.7,4.84,7,53,"Liga",0.65,1.39473684210526
"Rayo Vallecano","4-2-3-1",1516,"Home","No","No","4d_1s",28.1,3.57,12,49,"Liga",0.4,1.28947368421053
"Elche CF","5-3-2",1516,"Away","Yes","Yes","3_5d_2s",26.5,1.69,20,25,"Liga",0,0.657894736842105
"CA Osasuna","4-2-3-1",1517,"Home","No","No","4d_1s",26.7,4.84,7,53,"Liga",0.65,1.39473684210526
"Valencia CF","4-2-3-1",1517,"Away","No","No","4d_1s",24,6.24,14,42,"Liga",0.3,1.10526315789474
"UD Almería","4-2-3-1",1518,"Home","No","No","4d_1s",25.4,3.17,17,41,"Liga",0.15,1.07894736842105
"Rayo Vallecano","4-2-3-1",1518,"Away","No","No","4d_1s",28.1,3.57,12,49,"Liga",0.4,1.28947368421053
"Atlético de Madrid","4-1-4-1",1519,"Home","No","No","4d_1s",25.4,13.36,3,77,"Liga",0.85,2.02631578947368
"Girona FC","5-4-1",1519,"Away","Yes","No","3_5d_1s",25.1,3.78,10,49,"Liga",0.5,1.28947368421053
"Sevilla FC","4-2-3-1",1520,"Home","No","No","4d_1s",26.3,5.54,11,49,"Liga",0.45,1.28947368421053
"Athletic Bilbao","4-2-3-1",1520,"Away","No","No","4d_1s",26.6,7.18,8,51,"Liga",0.6,1.34210526315789
"Getafe CF","5-3-2",1521,"Home","Yes","Yes","3_5d_2s",26,3.5,15,42,"Liga",0.25,1.10526315789474
"Real Madrid","4-3-3",1521,"Away","No","No","4d_1s",25.4,25.65,2,78,"Liga",0.9,2.05263157894737
"Real Valladolid CF","4-1-4-1",1522,"Home","No","No","4d_1s",26.3,2.21,18,40,"Liga",0.1,1.05263157894737
"Real Betis Balompié","4-2-3-1",1522,"Away","No","No","4d_1s",27.1,6.48,6,60,"Liga",0.7,1.57894736842105
"Cádiz CF","4-4-2",1523,"Home","No","Yes","4d_2s",26.8,1.4,16,42,"Liga",0.2,1.10526315789474
"RCD Espanyol Barcelona","4-2-3-1",1523,"Away","No","No","4d_1s",25.5,3.23,19,37,"Liga",0.05,0.973684210526316
"Real Sociedad","4-3-1-2",1524,"Home","No","Yes","4d_2s",24.5,11.94,4,71,"Liga",0.8,1.86842105263158
"Villarreal CF","4-2-3-1",1524,"Away","No","No","4d_1s",25.8,8.45,5,64,"Liga",0.75,1.68421052631579
"FC Barcelona","4-3-3",1525,"Home","No","No","4d_1s",24,20.41,1,88,"Liga",0.95,2.31578947368421
"Celta de Vigo","4-4-2",1525,"Away","No","Yes","4d_2s",25.2,3.86,13,43,"Liga",0.35,1.13157894736842
"Elche CF","3-5-2",1526,"Home","Yes","Yes","3_5d_2s",26.5,1.69,20,25,"Liga",0,0.657894736842105
"RCD Mallorca","3-4-2-1",1526,"Away","Yes","No","3_5d_1s",26.3,2.82,9,50,"Liga",0.55,1.31578947368421
"Rayo Vallecano","4-2-3-1",1527,"Home","No","No","4d_1s",28.1,3.57,12,49,"Liga",0.4,1.28947368421053
"Getafe CF","5-3-2",1527,"Away","Yes","Yes","3_5d_2s",26,3.5,15,42,"Liga",0.25,1.10526315789474
"Girona FC","3-4-2-1",1528,"Home","Yes","No","3_5d_1s",25.1,3.78,10,49,"Liga",0.5,1.28947368421053
"Cádiz CF","4-4-2",1528,"Away","No","Yes","4d_2s",26.8,1.4,16,42,"Liga",0.2,1.10526315789474
"Valencia CF","4-3-3",1529,"Home","No","No","4d_1s",24,6.24,14,42,"Liga",0.3,1.10526315789474
"Elche CF","5-4-1",1529,"Away","Yes","No","3_5d_1s",26.5,1.69,20,25,"Liga",0,0.657894736842105
"RCD Mallorca","5-4-1",1530,"Home","Yes","No","3_5d_1s",26.3,2.82,9,50,"Liga",0.55,1.31578947368421
"Sevilla FC","3-4-2-1",1530,"Away","Yes","No","3_5d_1s",26.3,5.54,11,49,"Liga",0.45,1.28947368421053
"Athletic Bilbao","4-2-3-1",1531,"Home","No","No","4d_1s",26.6,7.18,8,51,"Liga",0.6,1.34210526315789
"Atlético de Madrid","4-4-2",1531,"Away","No","Yes","4d_2s",25.4,13.36,3,77,"Liga",0.85,2.02631578947368
"Celta de Vigo","4-4-2",1532,"Home","No","Yes","4d_2s",25.2,3.86,13,43,"Liga",0.35,1.13157894736842
"Real Sociedad","4-4-2",1532,"Away","No","Yes","4d_2s",24.5,11.94,4,71,"Liga",0.8,1.86842105263158
"Real Madrid","4-3-3",1533,"Home","No","No","4d_1s",25.4,25.65,2,78,"Liga",0.9,2.05263157894737
"FC Barcelona","4-3-3",1533,"Away","No","No","4d_1s",24,20.41,1,88,"Liga",0.95,2.31578947368421
"RCD Espanyol Barcelona","4-2-3-1",1534,"Home","No","No","4d_1s",25.5,3.23,19,37,"Liga",0.05,0.973684210526316
"Real Valladolid CF","4-1-4-1",1534,"Away","No","No","4d_1s",26.3,2.21,18,40,"Liga",0.1,1.05263157894737
"Real Betis Balompié","4-2-3-1",1535,"Home","No","No","4d_1s",27.1,6.48,6,60,"Liga",0.7,1.57894736842105
"UD Almería","4-3-3",1535,"Away","No","No","4d_1s",25.4,3.17,17,41,"Liga",0.15,1.07894736842105
"Villarreal CF","4-4-2",1536,"Home","No","Yes","4d_2s",25.8,8.45,5,64,"Liga",0.75,1.68421052631579
"CA Osasuna","4-1-4-1",1536,"Away","No","No","4d_1s",26.7,4.84,7,53,"Liga",0.65,1.39473684210526
"Sevilla FC","3-4-2-1",1537,"Home","Yes","No","3_5d_1s",26.3,5.54,11,49,"Liga",0.45,1.28947368421053
"Valencia CF","5-4-1",1537,"Away","Yes","No","3_5d_1s",24,6.24,14,42,"Liga",0.3,1.10526315789474
"Getafe CF","5-3-2",1538,"Home","Yes","Yes","3_5d_2s",26,3.5,15,42,"Liga",0.25,1.10526315789474
"Athletic Bilbao","4-2-3-1",1538,"Away","No","No","4d_1s",26.6,7.18,8,51,"Liga",0.6,1.34210526315789
"Atlético de Madrid","4-4-2",1539,"Home","No","Yes","4d_2s",25.4,13.36,3,77,"Liga",0.85,2.02631578947368
"Rayo Vallecano","4-2-3-1",1539,"Away","No","No","4d_1s",28.1,3.57,12,49,"Liga",0.4,1.28947368421053
"Real Valladolid CF","5-3-2",1540,"Home","Yes","Yes","3_5d_2s",26.3,2.21,18,40,"Liga",0.1,1.05263157894737
"Celta de Vigo","4-4-2",1540,"Away","No","Yes","4d_2s",25.2,3.86,13,43,"Liga",0.35,1.13157894736842
"Cádiz CF","4-4-2",1541,"Home","No","Yes","4d_2s",26.8,1.4,16,42,"Liga",0.2,1.10526315789474
"Real Betis Balompié","4-2-3-1",1541,"Away","No","No","4d_1s",27.1,6.48,6,60,"Liga",0.7,1.57894736842105
"Real Sociedad","4-3-1-2",1542,"Home","No","Yes","4d_2s",24.5,11.94,4,71,"Liga",0.8,1.86842105263158
"RCD Mallorca","5-4-1",1542,"Away","Yes","No","3_5d_1s",26.3,2.82,9,50,"Liga",0.55,1.31578947368421
"Elche CF","4-1-4-1",1543,"Home","No","No","4d_1s",26.5,1.69,20,25,"Liga",0,0.657894736842105
"Real Madrid","4-3-3",1543,"Away","No","No","4d_1s",25.4,25.65,2,78,"Liga",0.9,2.05263157894737
"UD Almería","4-2-3-1",1544,"Home","No","No","4d_1s",25.4,3.17,17,41,"Liga",0.15,1.07894736842105
"Girona FC","4-4-2",1544,"Away","No","Yes","4d_2s",25.1,3.78,10,49,"Liga",0.5,1.28947368421053
"CA Osasuna","4-1-4-1",1545,"Home","No","No","4d_1s",26.7,4.84,7,53,"Liga",0.65,1.39473684210526
"RCD Espanyol Barcelona","4-2-3-1",1545,"Away","No","No","4d_1s",25.5,3.23,19,37,"Liga",0.05,0.973684210526316
"FC Barcelona","4-3-3",1546,"Home","No","No","4d_1s",24,20.41,1,88,"Liga",0.95,2.31578947368421
"Villarreal CF","4-4-2",1546,"Away","No","Yes","4d_2s",25.8,8.45,5,64,"Liga",0.75,1.68421052631579
"Rayo Vallecano","4-2-3-1",1547,"Home","No","No","4d_1s",28.1,3.57,12,49,"Liga",0.4,1.28947368421053
"Cádiz CF","4-4-2",1547,"Away","No","Yes","4d_2s",26.8,1.4,16,42,"Liga",0.2,1.10526315789474
"Real Valladolid CF","3-5-2",1548,"Home","Yes","Yes","3_5d_2s",26.3,2.21,18,40,"Liga",0.1,1.05263157894737
"Real Sociedad","4-3-1-2",1548,"Away","No","Yes","4d_2s",24.5,11.94,4,71,"Liga",0.8,1.86842105263158
"Valencia CF","4-3-3",1549,"Home","No","No","4d_1s",24,6.24,14,42,"Liga",0.3,1.10526315789474
"RCD Mallorca","5-4-1",1549,"Away","Yes","No","3_5d_1s",26.3,2.82,9,50,"Liga",0.55,1.31578947368421
"Real Madrid","4-3-3",1550,"Home","No","No","4d_1s",25.4,25.65,2,78,"Liga",0.9,2.05263157894737
"Sevilla FC","4-3-3",1550,"Away","No","No","4d_1s",26.3,5.54,11,49,"Liga",0.45,1.28947368421053
"RCD Espanyol Barcelona","4-3-3",1551,"Home","No","No","4d_1s",25.5,3.23,19,37,"Liga",0.05,0.973684210526316
"Elche CF","5-3-2",1551,"Away","Yes","Yes","3_5d_2s",26.5,1.69,20,25,"Liga",0,0.657894736842105
"Real Betis Balompié","4-2-3-1",1552,"Home","No","No","4d_1s",27.1,6.48,6,60,"Liga",0.7,1.57894736842105
"Atlético de Madrid","4-4-2",1552,"Away","No","Yes","4d_2s",25.4,13.36,3,77,"Liga",0.85,2.02631578947368
"Girona FC","4-4-1-1",1553,"Home","No","No","4d_1s",25.1,3.78,10,49,"Liga",0.5,1.28947368421053
"CA Osasuna","4-1-4-1",1553,"Away","No","No","4d_1s",26.7,4.84,7,53,"Liga",0.65,1.39473684210526
"Villarreal CF","4-2-3-1",1554,"Home","No","No","4d_1s",25.8,8.45,5,64,"Liga",0.75,1.68421052631579
"UD Almería","5-3-2",1554,"Away","Yes","Yes","3_5d_2s",25.4,3.17,17,41,"Liga",0.15,1.07894736842105
"FC Barcelona","4-3-3",1555,"Home","No","No","4d_1s",24,20.41,1,88,"Liga",0.95,2.31578947368421
"Athletic Bilbao","4-2-3-1",1555,"Away","No","No","4d_1s",26.6,7.18,8,51,"Liga",0.6,1.34210526315789
"Celta de Vigo","4-4-2",1556,"Home","No","Yes","4d_2s",25.2,3.86,13,43,"Liga",0.35,1.13157894736842
"Getafe CF","5-3-2",1556,"Away","Yes","Yes","3_5d_2s",26,3.5,15,42,"Liga",0.25,1.10526315789474
"RCD Mallorca","5-4-1",1557,"Home","Yes","No","3_5d_1s",26.3,2.82,9,50,"Liga",0.55,1.31578947368421
"RCD Espanyol Barcelona","4-3-3",1557,"Away","No","No","4d_1s",25.5,3.23,19,37,"Liga",0.05,0.973684210526316
"UD Almería","4-1-4-1",1558,"Home","No","No","4d_1s",25.4,3.17,17,41,"Liga",0.15,1.07894736842105
"Celta de Vigo","4-4-2",1558,"Away","No","Yes","4d_2s",25.2,3.86,13,43,"Liga",0.35,1.13157894736842
"Cádiz CF","4-4-2",1559,"Home","No","Yes","4d_2s",26.8,1.4,16,42,"Liga",0.2,1.10526315789474
"Atlético de Madrid","4-3-3",1559,"Away","No","No","4d_1s",25.4,13.36,3,77,"Liga",0.85,2.02631578947368
"Sevilla FC","4-2-3-1",1560,"Home","No","No","4d_1s",26.3,5.54,11,49,"Liga",0.45,1.28947368421053
"Rayo Vallecano","4-2-3-1",1560,"Away","No","No","4d_1s",28.1,3.57,12,49,"Liga",0.4,1.28947368421053
"Valencia CF","4-3-3",1561,"Home","No","No","4d_1s",24,6.24,14,42,"Liga",0.3,1.10526315789474
"FC Barcelona","4-3-3",1561,"Away","No","No","4d_1s",24,20.41,1,88,"Liga",0.95,2.31578947368421
"CA Osasuna","4-3-3",1562,"Home","No","No","4d_1s",26.7,4.84,7,53,"Liga",0.65,1.39473684210526
"Real Valladolid CF","3-5-2",1562,"Away","Yes","Yes","3_5d_2s",26.3,2.21,18,40,"Liga",0.1,1.05263157894737
"Real Madrid","4-3-3",1563,"Home","No","No","4d_1s",25.4,25.65,2,78,"Liga",0.9,2.05263157894737
"Girona FC","4-5-1",1563,"Away","No","No","4d_1s",25.1,3.78,10,49,"Liga",0.5,1.28947368421053
"Athletic Bilbao","4-2-3-1",1564,"Home","No","No","4d_1s",26.6,7.18,8,51,"Liga",0.6,1.34210526315789
"Villarreal CF","4-3-3",1564,"Away","No","No","4d_1s",25.8,8.45,5,64,"Liga",0.75,1.68421052631579
"Real Sociedad","4-3-1-2",1565,"Home","No","Yes","4d_2s",24.5,11.94,4,71,"Liga",0.8,1.86842105263158
"Real Betis Balompié","4-2-3-1",1565,"Away","No","No","4d_1s",27.1,6.48,6,60,"Liga",0.7,1.57894736842105
"Elche CF","5-4-1",1566,"Home","Yes","No","3_5d_1s",26.5,1.69,20,25,"Liga",0,0.657894736842105
"Getafe CF","5-3-2",1566,"Away","Yes","Yes","3_5d_2s",26,3.5,15,42,"Liga",0.25,1.10526315789474
"Girona FC","4-3-3",1567,"Home","No","No","4d_1s",25.1,3.78,10,49,"Liga",0.5,1.28947368421053
"Athletic Bilbao","4-2-3-1",1567,"Away","No","No","4d_1s",26.6,7.18,8,51,"Liga",0.6,1.34210526315789
"Getafe CF","3-5-2",1568,"Home","Yes","Yes","3_5d_2s",26,3.5,15,42,"Liga",0.25,1.10526315789474
"Cádiz CF","4-4-2",1568,"Away","No","Yes","4d_2s",26.8,1.4,16,42,"Liga",0.2,1.10526315789474
